Road,Name,LRP,Offset,Chainage,LRP_2,Offset_2,Chainage_2,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),base_road,condition,lat,lon
,.,,,21.49,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.6356083298245,88.8145282596491
,.,,,21.931,,,,,,,,,,,,,,,,,,,,,,Z6856,B,24.6322193081858,88.8167418924778
,.,,,23.18,,,,,,,,,,,,,,,,,,,,,,Z6856,B,24.6219079855614,88.8202424989304
,.,,,23.57,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.6186319755555,88.8209238037037
,.,,,25.616,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.603275510101,88.8242263595959
,.,,,25.758,,,,,,,,,,,,,,,,,,,,,,Z6856,B,24.6023033423208,88.8244807003413
,.,,,26.082,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.599777439823,88.82508659823
,.,,,26.488,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.5976083723913,88.8269217023913
,.,,,27.177,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.59179224,88.82471788
,.,,,27.367,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.590230915,88.82403613625
,.,,,27.718,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.5873110254794,88.8228839386301
,.,,,28.036,,,,,,,,,,,,,,,,,,,,,,Z6856,C,24.5847576637426,88.8225155068226
Z6856-2,Bagmara (int.with Z6856)-Atrai,LRP029,635,28.625,LRPE,0,46.54,17.915,0.0,99.0,69.0,0.0,5.0,23.0,14.0,19.0,791.0,430.0,621.0,562.0,0.0,1450.0,1183.0,2633.0,2633.0,Z6856,,,
,.,,,38.149,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.592080773507,88.9014229953311
,.,,,38.377,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.59268997,88.9041306
,.,,,38.851,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.5948411570637,88.9078358213296
,.,,,39.808,,,,,,,,,,,,,,,,,,,,,,Z6856,D,24.5974131834498,88.9170182680652
,.,,,40.827,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.6006438792531,88.9251448365145
,Baroihati Bridge,,,42.292,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.604668086,88.9380183696
,Ibrahimnagar Bridge,,,42.332,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.604780306,88.9383661616
,.,,,45.25,,,,,,,,,,,,,,,,,,,,,,Z6856,B,24.6123888624999,88.9637291625
,Tatipukur Bridge,,,45.436,,,,,,,,,,,,,,,,,,,,,,Z6856,C,24.6124684959999,88.9660037466666
Z7001-1,Maijkandi (Int.with N7) - Sasrail (Int.with Z7002),LRPS,0,0.0,LRP029,358,29.358,29.358,0.0,114.0,125.0,0.0,182.0,61.0,33.0,38.0,435.0,424.0,379.0,362.0,0.0,1412.0,741.0,2153.0,2153.0,Z7001,,,
,.,,,1.58,,,,,,,,,,,,,,,,,,,,,,Z7001,A,23.5192971511035,89.7240967057725
,Norikhali Bridge,,,2.911,,,,,,,,,,,,,,,,,,,,,,Z7001,A,23.5086060454545,89.7214841954545
,.,,,2.911,,,,,,,,,,,,,,,,,,,,,,Z7001,A,23.5086060454545,89.7214841954545
,.,,,3.805,,,,,,,,,,,,,,,,,,,,,,Z7001,B,23.5061895399999,89.7132819125
,.,,,5.713,,,,,,,,,,,,,,,,,,,,,,Z7001,B,23.4979148226666,89.6979792973333
,.,,,6.59,,,,,,,,,,,,,,,,,,,,,,Z7001,A,23.4912604437352,89.6937267891253
,.,,,7.825,,,,,,,,,,,,,,,,,,,,,,Z7001,A,23.4822626883116,89.6868193103896
,Mujurdia Bridge,,,7.825,,,,,,,,,,,,,,,,,,,,,,Z7001,A,23.4822626883116,89.6868193103896
,Kankhaddi Bridge,,,9.619,,,,,,,,,,,,,,,,,,,,,,Z7001,C,23.4690456055555,89.6783712833333
,.,,,9.619,,,,,,,,,,,,,,,,,,,,,,Z7001,D,23.4690456055555,89.6783712833333
,.,,,9.959,,,,,,,,,,,,,,,,,,,,,,Z7001,A,23.4662319725,89.6770868175
,.,,,10.226,,,,,,,,,,,,,,,,,,,,,,Z7001,C,23.4639573966666,89.6762280366666
,Koirakhal,,,11.372,,,,,,,,,,,,,,,,,,,,,,Z7001,C,23.4568889,89.6692493
,.,,,11.396,,,,,,,,,,,,,,,,,,,,,,Z7001,A,23.456662244,89.669209316
,.,,,15.367,,,,,,,,,,,,,,,,,,,,,,Z7001,A,23.42519887475,89.672359125
,.,,,15.617,,,,,,,,,,,,,,,,,,,,,,Z7001,C,23.4231772511904,89.6731996988095
,.,,,17.673,,,,,,,,,,,,,,,,,,,,,,Z7001,B,23.4061022894662,89.6756959292134
,.,,,19.442,,,,,,,,,,,,,,,,,,,,,,Z7001,C,23.3918992558558,89.6809038479279
,.,,,21.407,,,,,,,,,,,,,,,,,,,,,,Z7001,A,23.3766553623333,89.6882525935
,.,,,24.049,,,,,,,,,,,,,,,,,,,,,,Z7001,A,23.353521875,89.6898351119718
,Bonchaki Bridge,,,24.049,,,,,,,,,,,,,,,,,,,,,,Z7001,A,23.353521875,89.6898351119718
,.,,,24.906,,,,,,,,,,,,,,,,,,,,,,Z7001,B,23.3461610619047,89.6905155619047
,.,,,25.729,,,,,,,,,,,,,,,,,,,,,,Z7001,A,23.3389331825443,89.689294904142
,.,,,26.821,,,,,,,,,,,,,,,,,,,,,,Z7001,C,23.330725158,89.693744693
,.,,,29.203,,,,,,,,,,,,,,,,,,,,,,Z7001,B,23.317547925,89.7115798625
Z7001-2,Sasrail (Int.with Z7002) - Bashpur (Int.with Z8023),LRP029,358,29.358,LRP034,2437,35.787,6.429,0.0,114.0,125.0,0.0,182.0,61.0,33.0,38.0,435.0,424.0,379.0,362.0,0.0,1412.0,741.0,2153.0,2153.0,Z7001,,,
,.,,,31.091,,,,,,,,,,,,,,,,,,,,,,Z7001,B,23.3082920982999,89.7267126161
,.,,,32.163,,,,,,,,,,,,,,,,,,,,,,Z7001,A,23.3028437188654,89.7339961795514
,.,,,32.947,,,,,,,,,,,,,,,,,,,,,,Z7001,C,23.2998571432432,89.7408059378378
,.,,,34.272,,,,,,,,,,,,,,,,,,,,,,Z7001,B,23.291244674468,89.7494311531914
,.,,,35.439,,,,,,,,,,,,,,,,,,,,,,Z7001,B,23.2816772856383,89.7498203066489
Z7001-3,Bashpur (Int.with Z8023) - Bhatiapara (Int.with N805),LRP034,2437,35.787,LRP044,730,44.13,8.343,0.0,114.0,125.0,0.0,182.0,61.0,33.0,38.0,435.0,424.0,379.0,362.0,0.0,1412.0,741.0,2153.0,2153.0,Z7001,,,
,.,,,35.834,,,,,,,,,,,,,,,,,,,,,,Z7001,C,23.279243617993,89.7516774193771
,.,,,39.129,,,,,,,,,,,,,,,,,,,,,,Z7001,C,23.2548096590909,89.7354681491477
,.,,,39.907,,,,,,,,,,,,,,,,,,,,,,Z7001,A,23.2485296845878,89.7337270431899
,.,,,42.244,,,,,,,,,,,,,,,,,,,,,,Z7001,A,23.2323928848,89.7225468944
,.,,,42.668,,,,,,,,,,,,,,,,,,,,,,Z7001,B,23.22244374,89.72094376
,.,,,43.291,,,,,,,,,,,,,,,,,,,,,,Z7001,B,23.2238176248648,89.7192710945945
,.,,,44.104,,,,,,,,,,,,,,,,,,,,,,Z7001,A,23.2174999999999,89.7172222222222
Z7002-1,Sasrail (Int.with Z7001) - Alphadanga,LRPS,0,0.0,LRP002,2691,4.691,4.691,0.0,21.0,24.0,59.0,53.0,21.0,12.0,12.0,583.0,424.0,385.0,291.0,0.0,1209.0,676.0,1885.0,1885.0,Z7002,,,
,.,,,2.016,,,,,,,,,,,,,,,,,,,,,,Z7002,B,23.3029643629139,89.7058337782781
,Barashia Bridge,,,2.769,,,,,,,,,,,,,,,,,,,,,,Z7002,A,23.297063037086,89.7061939217218
,Barasia Bridge.,,,2.769,,,,,,,,,,,,,,,,,,,,,,Z7002,A,23.297063037086,89.7061939217218
Z7004-1,Faridpur-Muksudpur,LRPS,0,0.0,LRP035,6160,41.83,41.830,0.0,21.0,24.0,59.0,53.0,21.0,12.0,12.0,583.0,424.0,385.0,291.0,0.0,1209.0,676.0,1885.0,1885.0,Z7004,,,
Z7006-1,Satoir-Mohammadpur,LRPS,0,0.0,LRPE,0,6.54,6.540,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,Z7006,,,
Z7007-1,Ramnagar(Int.with N7)-Sripur(Int.with Z7008),LRPS,0,0.0,LRP017,30,16.43,16.430,4.0,66.0,114.0,4.0,87.0,16.0,55.0,13.0,408.0,508.0,567.0,254.0,0.0,1275.0,821.0,2096.0,2096.0,Z7007,,,
,Ramnagar Bridge.,,,0.726,,,,,,,,,,,,,,,,,,,,,,Z7007,B,23.52604975625,89.4681510855978
,.,,,0.726,,,,,,,,,,,,,,,,,,,,,,Z7007,A,23.52604975625,89.4681510855978
,.,,,1.102,,,,,,,,,,,,,,,,,,,,,,Z7007,A,23.5286615374803,89.4666208333858
,.,,,2.551,,,,,,,,,,,,,,,,,,,,,,Z7007,A,23.5401032884615,89.4662008326923
,.,,,2.721,,,,,,,,,,,,,,,,,,,,,,Z7007,A,23.5415629877193,89.4662997473684
,.,,,3.898,,,,,,,,,,,,,,,,,,,,,,Z7007,A,23.5511298655021,89.4701093310043
,.,,,4.134,,,,,,,,,,,,,,,,,,,,,,Z7007,A,23.5526294101522,89.4696036908629
,.,,,5.256,,,,,,,,,,,,,,,,,,,,,,Z7007,A,23.5565556,89.4624625313725
,.,,,5.568,,,,,,,,,,,,,,,,,,,,,,Z7007,A,23.5565556,89.4604021078431
,.,,,6.223,,,,,,,,,,,,,,,,,,,,,,Z7007,A,23.5616669783999,89.4594405136
,Nada Nagar Bridge.,,,6.223,,,,,,,,,,,,,,,,,,,,,,Z7007,C,23.5616669783999,89.4594405136
,Sabdalpur Bridge.,,,7.287,,,,,,,,,,,,,,,,,,,,,,Z7007,A,23.5676156245333,89.4538715002666
,SABDALPUR BRIDGE,,,7.287,,,,,,,,,,,,,,,,,,,,,,Z7007,A,23.5676156245333,89.4538715002666
,.,,,8.701,,,,,,,,,,,,,,,,,,,,,,Z7007,A,23.5761417054777,89.449336981656
,.,,,9.546,,,,,,,,,,,,,,,,,,,,,,Z7007,A,23.5806382,89.4421663
,.,,,13.214,,,,,,,,,,,,,,,,,,,,,,Z7007,A,23.5755604213151,89.4145662820861
Z7008-1,Sripur-Langalbandh(int.with Z7405),LRPS,0,0.0,LRP008,1365,9.135,9.135,0.0,53.0,67.0,0.0,0.0,13.0,10.0,3.0,463.0,473.0,660.0,348.0,65.0,1082.0,1073.0,2155.0,2155.0,Z7008,,,
,.,,,1.64,,,,,,,,,,,,,,,,,,,,,,Z7008,C,23.602998361151,89.387480513669
,Goal Para Bridge.,,,1.64,,,,,,,,,,,,,,,,,,,,,,Z7008,C,23.602998361151,89.387480513669
,.,,,5.416,,,,,,,,,,,,,,,,,,,,,,Z7008,A,23.6282231725085,89.3662947092783
,.,,,6.525,,,,,,,,,,,,,,,,,,,,,,Z7008,C,23.6382985119658,89.3663272123931
,.,,,8.165,,,,,,,,,,,,,,,,,,,,,,Z7008,A,23.653106676141,89.3663105997925
,.,,,9.03,,,,,,,,,,,,,,,,,,,,,,Z7008,A,23.6603696384615,89.3657735076923
Z7008-2,Langalbandh(int.with Z7405)-WAPDA More,LRP008,1365,9.135,LRPE,0,36.61,27.475,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,Z7008,,,
Z7011-1,Magura (Stadium Gate)-Sripur,LRPS,0,0.0,LRP014,1055,14.095,14.095,0.0,80.0,88.0,0.0,33.0,86.0,7.0,40.0,1008.0,507.0,581.0,853.0,0.0,1849.0,1434.0,3283.0,3283.0,Z7011,,,
,Natoon Bazar Bridge.,,,1.203,,,,,,,,,,,,,,,,,,,,,,Z7011,C,23.4953695142857,89.4144904771428
,Natun Bazar Bridge.,,,1.203,,,,,,,,,,,,,,,,,,,,,,Z7011,C,23.4953695142857,89.4144904771428
,.,,,1.762,,,,,,,,,,,,,,,,,,,,,,Z7011,B,23.4990633827324,89.4137517180265
,.,,,2.273,,,,,,,,,,,,,,,,,,,,,,Z7011,A,23.5004686452914,89.4095610161435
,.,,,4.923,,,,,,,,,,,,,,,,,,,,,,Z7011,A,23.5177149018191,89.403077146977
,.,,,5.799,,,,,,,,,,,,,,,,,,,,,,Z7011,B,23.5255010898591,89.4046714012676
,Arai Khal Bridge.,,,5.799,,,,,,,,,,,,,,,,,,,,,,Z7011,C,23.5255010898591,89.4046714012676
,,,,6.65,,,,,,,,,,,,,,,,,,,,,,Z7011,B,23.5339490352941,89.4059198966386
,.,,,6.65,,,,,,,,,,,,,,,,,,,,,,Z7011,A,23.5339490352941,89.4059198966386
,.,,,7.254,,,,,,,,,,,,,,,,,,,,,,Z7011,A,23.5386948283276,89.4080390791808
,.,,,7.677,,,,,,,,,,,,,,,,,,,,,,Z7011,A,23.5421570279863,89.4081326300341
,.,,,8.138,,,,,,,,,,,,,,,,,,,,,,Z7011,C,23.5459901601634,89.4081487066394
,.,,,10.354,,,,,,,,,,,,,,,,,,,,,,Z7011,A,23.5646991344,89.4018836428
,.,,,11.342,,,,,,,,,,,,,,,,,,,,,,Z7011,A,23.5731285991482,89.4000182848381
,.,,,11.906,,,,,,,,,,,,,,,,,,,,,,Z7011,A,23.5776797944785,89.3985837251533
,.,,,12.589,,,,,,,,,,,,,,,,,,,,,,Z7011,A,23.5828732807453,89.3949636409937
,.,,,12.752,,,,,,,,,,,,,,,,,,,,,,Z7011,A,23.5840242556962,89.3938459886076
,Sripur Bridge.,,,13.852,,,,,,,,,,,,,,,,,,,,,,Z7011,A,23.5908527262158,89.3927108819691
,Sripur Bridge.,,,13.852,,,,,,,,,,,,,,,,,,,,,,Z7011,A,23.5908527262158,89.3927108819691
Z7012-1,Magura (Parananduli)-Mohammadpur,LRPS,0,0.0,LRP026,560,25.41,25.410,0.0,46.0,43.0,0.0,85.0,19.0,7.0,11.0,684.0,688.0,659.0,261.0,5.0,1583.0,925.0,2508.0,2508.0,Z7012,,,
,.,,,0.807,,,,,,,,,,,,,,,,,,,,,,Z7012,A,23.489908089726,89.437013942694
,Bannatal Bridge,,,0.867,,,,,,,,,,,,,,,,,,,,,,Z7012,C,23.4898472061643,89.4375428810502
,Baranatul Bridge,,,0.867,,,,,,,,,,,,,,,,,,,,,,Z7012,C,23.4898472061643,89.4375428810502
,.,,,1.359,,,,,,,,,,,,,,,,,,,,,,Z7012,C,23.4914761887356,89.4418931222988
,.,,,4.171,,,,,,,,,,,,,,,,,,,,,,Z7012,A,23.4909909984435,89.4673290828793
,.,,,6.482,,,,,,,,,,,,,,,,,,,,,,Z7012,C,23.4773464911564,89.474652570068
,.,,,9.594,,,,,,,,,,,,,,,,,,,,,,Z7012,A,23.4608729490566,89.4978384198113
,.,,,9.714,,,,,,,,,,,,,,,,,,,,,,Z7012,A,23.4602636660377,89.4986363632075
,.,,,10.871,,,,,,,,,,,,,,,,,,,,,,Z7012,B,23.4503009289999,89.4991663
,.,,,11.678,,,,,,,,,,,,,,,,,,,,,,Z7012,C,23.4449966850498,89.4980728046511
,.,,,13.237,,,,,,,,,,,,,,,,,,,,,,Z7012,A,23.4399105987381,89.5113531886435
,.,,,13.341,,,,,,,,,,,,,,,,,,,,,,Z7012,A,23.4397367756097,89.5124870829268
,.,,,13.905,,,,,,,,,,,,,,,,,,,,,,Z7012,A,23.438352299168,89.5174269510815
,.,,,15.409,,,,,,,,,,,,,,,,,,,,,,Z7012,A,23.4346593341414,89.5316524331313
,.,,,16.63,,,,,,,,,,,,,,,,,,,,,,Z7012,C,23.427745043832,89.5406113601049
,.,,,16.88,,,,,,,,,,,,,,,,,,,,,,Z7012,C,23.4270230834951,89.5429829106796
,.,,,17.874,,,,,,,,,,,,,,,,,,,,,,Z7012,D,23.4279205753112,89.552179196473
,.,,,18.288,,,,,,,,,,,,,,,,,,,,,,Z7012,A,23.4278374574307,89.5564374387909
,.,,,20.816,,,,,,,,,,,,,,,,,,,,,,Z7012,C,23.4113147,89.5692414836528
,.,,,22.039,,,,,,,,,,,,,,,,,,,,,,Z7012,C,23.4058784671274,89.578144898003
,.,,,22.584,,,,,,,,,,,,,,,,,,,,,,Z7012,B,23.4052273135176,89.5825167858679
,.,,,23.854,,,,,,,,,,,,,,,,,,,,,,Z7012,A,23.4003611,89.5934727545454
,.,,,24.473,,,,,,,,,,,,,,,,,,,,,,Z7012,A,23.4017559843137,89.5976734444444
,.,,,24.772,,,,,,,,,,,,,,,,,,,,,,Z7012,C,23.4032468513043,89.59931536
Z7021-1,Arpara-Int.with Z7057,LRPS,0,0.0,LRP019,730,20.27,20.270,0.0,170.0,174.0,0.0,0.0,95.0,43.0,67.0,1439.0,1431.0,1399.0,1265.0,0.0,3419.0,2664.0,6083.0,6083.0,Z7021,,,
,Sluice gate,,,0.724,,,,,,,,,,,,,,,,,,,,,,Z7021,A,23.3797843944827,89.3649131972413
,.,,,0.989,,,,,,,,,,,,,,,,,,,,,,Z7021,A,23.3807108436206,89.3637963593103
,.,,,1.284,,,,,,,,,,,,,,,,,,,,,,Z7021,C,23.3822353465116,89.3631078958139
,.,,,1.528,,,,,,,,,,,,,,,,,,,,,,Z7021,A,23.3831849060606,89.3618909742424
,.,,,3.399,,,,,,,,,,,,,,,,,,,,,,Z7021,A,23.387549852985,89.3456271507462
,.,,,3.438,,,,,,,,,,,,,,,,,,,,,,Z7021,A,23.3875875820895,89.3452902955223
,.,,,3.658,,,,,,,,,,,,,,,,,,,,,,Z7021,A,23.3877395526881,89.3431997817204
,.,,,5.54,,,,,,,,,,,,,,,,,,,,,,Z7021,A,23.3884459078291,89.3251658039145
,.,,,5.756,,,,,,,,,,,,,,,,,,,,,,Z7021,A,23.3883776561086,89.3231359665158
,.,,,6.176,,,,,,,,,,,,,,,,,,,,,,Z7021,C,23.388793013278,89.3191868468879
,.,,,6.612,,,,,,,,,,,,,,,,,,,,,,Z7021,A,23.3882405430523,89.3153197870159
,.,,,6.793,,,,,,,,,,,,,,,,,,,,,,Z7021,A,23.3878507845697,89.3137256581602
,.,,,7.226,,,,,,,,,,,,,,,,,,,,,,Z7021,C,23.387304628,89.3097502095652
,.,,,7.511,,,,,,,,,,,,,,,,,,,,,,Z7021,A,23.387483608,89.3070516313043
,.,,,7.849,,,,,,,,,,,,,,,,,,,,,,Z7021,A,23.3874757991489,89.3037216195744
,.,,,8.019,,,,,,,,,,,,,,,,,,,,,,Z7021,C,23.3873819306818,89.3021006931818
,.,,,8.271,,,,,,,,,,,,,,,,,,,,,,Z7021,A,23.3874609300233,89.2997800581775
,.,,,8.675,,,,,,,,,,,,,,,,,,,,,,Z7021,C,23.3882213089953,89.2958992983644
,.,,,11.686,,,,,,,,,,,,,,,,,,,,,,Z7021,A,23.3849453594458,89.26994556801
,.,,,11.746,,,,,,,,,,,,,,,,,,,,,,Z7021,A,23.3850398178841,89.2692486687657
,.,,,11.78,,,,,,,,,,,,,,,,,,,,,,Z7021,A,23.3850933443324,89.2688537591939
,.,,,12.303,,,,,,,,,,,,,,,,,,,,,,Z7021,A,23.3850311396153,89.2635928623077
,.,,,12.969,,,,,,,,,,,,,,,,,,,,,,Z7021,A,23.3938092032482,89.2574613577726
,.,,,13.52,,,,,,,,,,,,,,,,,,,,,,Z7021,A,23.381329336,89.252615548
,.,,,16.656,,,,,,,,,,,,,,,,,,,,,,Z7021,A,23.3764868209424,89.2244892821989
,.,,,17.299,,,,,,,,,,,,,,,,,,,,,,Z7021,A,23.3741620597156,89.2202677464455
,.,,,18.548,,,,,,,,,,,,,,,,,,,,,,Z7021,C,23.36927192,89.212575457647
,.,,,19.177,,,,,,,,,,,,,,,,,,,,,,Z7021,D,23.3693893095518,89.2074206699292
Z7021-2,Int.with Z7057-Kaliganj,LRP019,730,20.27,LRPE,0,29.71,9.440,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,Z7021,,,
,.,,,20.614,,,,,,,,,,,,,,,,,,,,,,Z7021,C,23.3696474666666,89.1942497
,.,,,20.719,,,,,,,,,,,,,,,,,,,,,,Z7021,C,23.3697819187943,89.1932567797872
,Balakandia Bridge.,,,20.719,,,,,,,,,,,,,,,,,,,,,,Z7021,C,23.3697819187943,89.1932567797872
,.,,,21.539,,,,,,,,,,,,,,,,,,,,,,Z7021,C,23.3732199644859,89.1868758345794
,.,,,24.542,,,,,,,,,,,,,,,,,,,,,,Z7021,D,23.3883673938053,89.1656029911504
,.,,,25.098,,,,,,,,,,,,,,,,,,,,,,Z7021,A,23.390223285663,89.1624086888888
,.,,,26.608,,,,,,,,,,,,,,,,,,,,,,Z7021,B,23.3996080864574,89.1532519356053
,.,,,27.303,,,,,,,,,,,,,,,,,,,,,,Z7021,B,23.4038161857142,89.150557496
,.,,,27.792,,,,,,,,,,,,,,,,,,,,,,Z7021,B,23.4064796407407,89.1472891637037
,.,,,27.973,,,,,,,,,,,,,,,,,,,,,,Z7021,A,23.4065913691358,89.1462091523456
,.,,,28.163,,,,,,,,,,,,,,,,,,,,,,Z7021,C,23.4068655905555,89.1447382872222
,Kaliganj Bazar Bridge,,,29.059,,,,,,,,,,,,,,,,,,,,,,Z7021,C,23.4115355063366,89.1392612922772
,.,,,29.059,,,,,,,,,,,,,,,,,,,,,,Z7021,C,23.4115355063366,89.1392612922772
Z7023-1,Khalishpur-Int.with Z7024,LRPS,0,0.0,LRP005,640,4.655,4.655,0.0,112.0,105.0,52.0,32.0,52.0,38.0,29.0,1858.0,1418.0,923.0,973.0,2.0,3696.0,1898.0,5594.0,5594.0,Z7023,,,
,.,,,1.685,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.3746921767772,88.942024392891
,.,,,3.285,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.36415651126,88.9316304292225
,Valaipur Bridge,,,3.285,,,,,,,,,,,,,,,,,,,,,,Z7023,C,23.36415651126,88.9316304292225
,.,,,3.702,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.3619958802966,88.9285858006356
Z7023-2,Int.with Z7024-Jadabpur,LRP005,640,4.655,LRPE,0,48.707,44.052,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,Z7023,,,
,.,,,5.505,,,,,,,,,,,,,,,,,,,,,,Z7023,C,23.3565868581602,88.9135348919881
,.,,,5.823,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.3553549148367,88.9110709581602
,.,,,6.081,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.3542968457142,88.9090857542857
,.,,,6.985,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.353988610559,88.9012882919254
,.,,,7.209,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.3544795938775,88.899141955102
,.,,,9.745,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.3505875261306,88.8822986185929
,.,,,10.643,,,,,,,,,,,,,,,,,,,,,,Z7023,C,23.3554482184,88.8752185388
,.,,,12.03,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.3624074,88.8645092333333
,.,,,12.129,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.3630116801261,88.8638214350157
,.,,,12.774,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.3663381629032,88.8589046483871
,.,,,13.374,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.3671993457295,88.853100919395
,.,,,13.389,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.3672290014234,88.8529570768683
,Pirgachha Bridge,,,13.389,,,,,,,,,,,,,,,,,,,,,,Z7023,C,23.3672290014234,88.8529570768683
,.,,,13.963,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.3684077089552,88.8475465283582
,.,,,16.375,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.3783853252307,88.8281359187692
,.,,,16.928,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.3765847469924,88.8232130703007
,.,,,18.254,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.37302561,88.8108809427272
,.,,,18.411,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.37262781875,88.80946524375
,.,,,20.013,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.3646520606,88.7970895114
,.,,,20.192,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.3633527847058,88.7961480241176
,.,,,20.648,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.3597587053333,88.7938848613333
,.,,,21.425,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.35401103,88.7905250583333
,.,,,23.227,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.3384351877049,88.7848596385246
,.,,,23.803,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.333433359375,88.783325721875
,.,,,24.579,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.3264338162068,88.7819463862068
,.,,,26.251,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.3123833133333,88.7770844866666
,.,,,26.416,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.310988703125,88.776420296875
,.,,,26.762,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.3080400772727,88.775838040625
,.,,,28.063,,,,,,,,,,,,,,,,,,,,,,Z7023,B,23.3007671617886,88.7690989268292
,.,,,28.273,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.3003084306306,88.7673793734234
,.,,,29.722,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.2889154033921,88.7615594492537
,.,,,30.061,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.2860229559999,88.7603868626666
,.,,,32.26,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.26905498,88.7546889
,.,,,33.112,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.2658636272727,88.7618181727272
,.,,,34.691,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.2548875078873,88.7686344529577
,.,,,35.018,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.2528930919354,88.7707255177419
,.,,,36.552,,,,,,,,,,,,,,,,,,,,,,Z7023,C,23.2505273157291,88.7847402969791
,.,,,37.796,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.2546518844171,88.7952807558282
,.,,,38.496,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.2579755171052,88.8009111605263
,.,,,39.556,,,,,,,,,,,,,,,,,,,,,,Z7023,B,23.2605751352542,88.8105523916949
,.,,,40.516,,,,,,,,,,,,,,,,,,,,,,Z7023,C,23.2667803786764,88.8165323069853
,Bash Bari Bridge,,,40.516,,,,,,,,,,,,,,,,,,,,,,Z7023,C,23.2667803786764,88.8165323069853
,.,,,41.2,,,,,,,,,,,,,,,,,,,,,,Z7023,B,23.2699264249999,88.8209124875
,.,,,41.345,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.2696945162721,88.822243216568
,.,,,41.873,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.2680238961538,88.8270164615384
,.,,,43.168,,,,,,,,,,,,,,,,,,,,,,Z7023,C,23.264003892,88.8388013639999
,.,,,43.515,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.262836091358,88.8415625876543
,.,,,43.857,,,,,,,,,,,,,,,,,,,,,,Z7023,A,23.2620329160919,88.844694437931
